59,背誦,背诵,bèisòng,recite,v
60,背心,背心,bèixīn,vest; jersey; tank,n
61,被動,被动,bèidòng,passive,adj
62,被迫,被迫,bèi pò,be compelled; be forced,
63,奔,奔,bēn,run; rush,v
64,奔跑,奔跑,bēnpǎo,run; run about,v
65,本人,本人,běnrén,I; me; myself; oneself,pron
66,本身,本身,běnshēn,itself; in itself,pron
67,奔,奔,bèn,go straight towards; approach; go about doing sth.,v
68,甭,甭,béng,don't; needn't,adv
69,比方,比方,bǐfang,instance; analogy,n
70,筆試,笔试,bǐshì,written examination,n
71,彼此,彼此,bǐcǐ,each other; one another,pron
72,畢竟,毕竟,bìjìng,after all; when all is said and done; in the end,adv
73,閉幕,闭幕,bìmù,close; conclude,v
74,必,必,bì,certainly; surely; definitely; necessarily,adv
75,必定,必定,bìdìng,undoubtedly; certainly; surely,adv
76,必修,必修,bìxiū,compulsory; required; obligatory,v
77,必需,必需,bìxū,necessarily need; be essential,v
78,壁,壁,bì,wall,n
79,邊疆,边疆,biānjiāng,border area; borderland; frontier,n
80,邊界,边界,biānjiè,bound; boundary; border,n
81,邊緣,边缘,biānyuán,edge; fringe; brink,n
82,編輯,编辑,biānjí,edit; compile; editor; compiler,n
83,編制,编制,biānzhì,weave; plait; braid; work out; draw up; size of staff,n
84,便利,便利,biànlì,convenient; easy; facilitate,v
85,便於,便于,biànyú,be easy; be convenient,v
86,變動,变动,biàndòng,alter; change; alteration,n
87,變革,变革,biàngé,change; transform; transformation,n
88,辯論,辩论,biànlùn,argue; debate; argument,n
89,標語,标语,biāoyǔ,slogan; poster,n
90,標志,标志,biāozhì,indicate; mark; sign; symbol,n
91,表情,表情,biǎoqíng,expression,n
92,別,别,bié,stick in; fasten with a pin or clip; leave; part,v
93,別處,别处,biéchù,another place; elsewhere,n
94,別字,别字,biézì,wrongly written or mispronounced character,n
95,冰棍兒,冰棍儿,bīnggùnr,popsicle,n
96,柄,柄,bǐng,handle of sth.,n
97,丙,丙,bǐng,the third of the ten Heavenly Stems; third,n
98,餅,饼,bǐng,round flat cake,n
99,病床,病床,bìngchuáng,hospital bed; sickbed,n
100,病情,病情,bìngqíng,state of an illness; patient's condition,n
101,剝削,剥削,bōxuē,exploit; exploitation,n
102,播,播,bō,sow; seed; broadcast; spread,v
103,播送,播送,bōsòng,broadcast; beam,v
104,撥,拨,bō,"move sth. with hand, foot, or stick; turn; dial; assign",v
105,波浪,波浪,bōlàng,water wave,n
106,菠菜,菠菜,bōcài,spinach,n
107,博士,博士,bóshì,one who holds the degree of doctor,n
108,博物館,博物馆,bówùguǎn,museum,n
109,薄弱,薄弱,bóruò,weak; frail,adj
110,不安,不安,bù'ān,uneasy; disturbed,adj
111,不比,不比,bùbǐ,be unlike,v
112,不曾,不曾,bùcéng,have never done sth.,adv
113,不對,不对,bú duì,not right; wrong; incorrect,
114,不夠,不够,búgòu,not enough; insufficient; inadequate,adj
115,不顧,不顾,búgù,have no consideration for; have no regard for,v
116,不見,不见,bújiàn,vanish; disappear; not see; not meet,v
117,不見得,不见得,bù jiàndé,not necessarily; not likely,
118,不禁,不禁,bùjīn,cannot help; cannot refrain from.,adv
119,不覺,不觉,bújué,unknowingly; unawares,adv
120,不可,不可,bùkě,cannot; should not; must not,
121,不利,不利,búlì,disadvantageous; unfavorable,adj
122,不料,不料,búliào,unexpectedly; to one's surprise,adv
123,不滿,不满,bùmǎn,be dissatisfied; be unsatisfied; unsatisfied,adj
124,不免,不免,bùmiǎn,inevitably; would naturally,adv
125,不是,不是,búshi,mistake; fault; blame,n
126,不是  而是,不是  而是,bùshì … érshì …,not … but …,
127,不是  就是,不是  就是,bùshì … jiùshì …,either … or …,
128,不停,不停,bùtíng,ceaselessly; constantly; on and on,adv
129,不象話,不象话,búxiànghuà,unreasonable; outrageous; shocking,
130,不由得,不由得,bùyóude,can't help; cannot but,adv
131,不在乎,不在乎,bù zàihu,not mind; not care,
132,不怎麼樣,不怎么样,bù zěnmeyàng,not so good; not particularly good; pretty bad,
133,不止,不止,bùzhǐ,be not limited to; be more than; not stop,v
134,不只,不只,bùzhǐ,not only; not merely,conj
135,不足,不足,bùzú,not enough; insufficient; inadequate,adj
136,布告,布告,bùgào,notice; bulletin; edict,n
137,步驟,步骤,bùzhòu,step; move; measure,n
138,部署,部署,bùshǔ,dispose; deploy; deployment; plan,n
139,猜想,猜想,cāixiǎng,suppose; speculate; guess; supposition,n
140,裁縫,裁缝,cáifeng,dressmaker; tailor,n
141,裁判,裁判,cáipàn,judge; umpire; act as referee; referee,n
142,才,才,cái,talent; ability,n
143,才能,才能,cáinéng,talent; ability; capacity,n
144,財產,财产,cáichǎn,property; possessions,n
145,財富,财富,cáifù,riches; wealth,n
146,財政,财政,cáizhèng,government finance; public economy,n
147,餐車,餐车,cānchē,dinning car; restaurant car,n
148,參考,参考,cānkǎo,refer to; consult,v
149,參謀,参谋,cānmóu,give advice; brain man; advisor,n
150,蠶,蚕,cán,silkworm,n
151,殘酷,残酷,cánkù,cruel; brutal,adj
152,慚愧,惭愧,cánkuì,ashamed,adj
153,慘,惨,cǎn,miserable; tragic; cruel; inhumane,adj
154,燦爛,灿烂,cànlàn,bright; splendid; brilliant; magnificent,adj
155,蒼白,苍白,cāngbái,pale; wan; pallid,adj
156,蒼蠅,苍蝇,cāngying,fly; housefly,n
157,艙,舱,cāng,cabin; hold,n
158,倉庫,仓库,cāngkù,storehouse; warehouse,n
159,操心,操心,cāo xīn,bother; worry about; take pains,
160,操縱,操纵,cāozòng,handle; control; operate; manipulate; rig,v
161,操作,操作,cāozuò,operate; manipulate,v
162,草案,草案,cǎo'àn,"protocol; draft (of a plan, decree, regulation, etc.)",n
163,側,侧,cè,side; turn sideways; incline to one side,v
164,測,测,cè,measure; survey; fathom; test; exam,v
165,測量,测量,cèliáng,measure; survey; gauge,v
166,測試,测试,cèshì,test; examine; trial; testing,n
167,插秧,插秧,chā yāng,transplant rice seedlings,
168,差別,差别,chābié,difference; disparity; distinction,n
169,茶館,茶馆,cháguǎn,teahouse,n
170,茶話會,茶话会,cháhuàhuì,tea party,n
171,茶葉,茶叶,cháyè,tea leaf; tea,n
172,鏟,铲,chǎn,spade; shovel,v
173,產物,产物,chǎnwù,outcome; result; product,n
174,產值,产值,chǎnzhí,output value; value of output,n
175,顫動,颤动,chàndòng,vibrate; quiver; shake,v
176,顫抖,颤抖,chàndǒu,tremble; shiver; shake,v
177,常識,常识,chángshí,common sense; general knowledge,n
178,長度,长度,chángdù,length,n
179,長久,长久,chángjiǔ,long-lasting; long time; prolonged,adj
180,長遠,长远,chángyuǎn,long-distant; long-term; long-range,adj
181,腸,肠,cháng,intestine; sausage,n
182,廠長,厂长,chǎngzhǎng,director of a factory,n
183,場地,场地,chǎngdì,space; place; site; ground,n
184,場合,场合,chǎnghé,occasion; situation,n
185,場面,场面,chǎngmiàn,scene; spectacle; occasion; appearance,n
186,超額,超额,chāo'é,exceed the quota,v
187,鈔票,钞票,chāopiào,bill; note; paper currency,n
188,潮,潮,cháo,tide; tidewater; upheaval; current,n
189,潮濕,潮湿,cháoshī,wet; humid; damp; moist,adj
190,吵架,吵架,chǎo jià,quarrel; wrangle; bicker; squabble,
191,炒,炒,chǎo,stir-fry; fry; sauté; speculate illegally,v
192,車輛,车辆,chēliàng,vehicles; automobiles,n
193,車廂,车厢,chēxiāng,railway carriage; railroad car,n
194,扯,扯,chě,tear; pull; drag; chat; chitchat,v
195,撤,撤,chè,evacuate; withdraw; remove; dismiss,v
196,塵土,尘土,chéntǔ,dust,n
197,沉,沉,chén,sink; heavy,adj
198,沉思,沉思,chénsī,muse; ponder; meditate; contemplate,v
199,沉重,沉重,chénzhòng,heavy,adj
200,陳列,陈列,chénliè,display; exhibit; show,v
201,撐,撑,chēng,support; prop up; pole; open; unfurl; endure,v
202,稱呼,称呼,chēnghu,call; address; name; term of address,n
203,成,成,chéng,one tenth; one out of ten,m
204,成本,成本,chéngběn,cost,n
205,成千上萬,成千上万,chéng qiān shàng wàn,thousands of; large quantity of,
206,成天,成天,chéngtiān,all day long; all the time,adv
207,成語,成语,chéngyǔ,idiom; concise and meaningful set phrase,n
208,成員,成员,chéngyuán,member,n
209,乘客,乘客,chéngkè,passenger,n
210,盛,盛,chéng,fill; ladle; hold; contain,v
211,程序,程序,chéngxù,procedure; process; program,n
212,承包,承包,chéngbāo,contract (with); assume full responsibility,v
213,承擔,承担,chéngdān,undertake; bear,v
214,吃苦,吃苦,chī kǔ,bear hardships; suffer,
215,吃虧,吃亏,chī kuī,suffer losses; be in an unfavorable situation,
216,吃力,吃力,chīlì,strenuous; painstaking; tiring; wearing,adj
217,持久,持久,chíjiǔ,enduring; lasting; persistent,adj
218,池,池,chí,pool; pond; moat,n
219,遲,迟,chí,late; slow; tardy,adj
220,尺寸,尺寸,chǐcun,size; dimensions,n
221,尺子,尺子,chǐzi,ruler; rule,n
222,赤道,赤道,chìdào,equator,n
223,充實,充实,chōngshí,substantial; rich; substantiate; enrich; fill,v
224,衝擊,冲击,chōngjī,impact; shock; pound; attack; interfere,v
225,衝突,冲突,chōngtū,collide; conflict; clash; collision,n
226,衝,冲,chòng,face; be towards; towards; to; because of,prep
227,仇,仇,chóu,hatred; enmity,n
228,仇恨,仇恨,chóuhèn,hate; hatred; animosity; rancor,n
229,醜,丑,chǒu,ugly; unsightly; bad-looking; detestable; shameful,adj
230,初期,初期,chūqī,beginning period; early days; initial stage,n
231,初中,初中,chūzhōng,junior middle school; junior high school,n
232,出路,出路,chūlù,way out; outlet,n
233,出賣,出卖,chūmài,betray; sell out; sell,v
234,出門,出门,chū mén,go out; leave home for a long journey,
235,出難題,出难题,chū nántí,raise a tough question; present a difficult problem,
236,出身,出身,chūshēn,be born into; origin; family background,n
237,出事,出事,chū shì,have an accident; meet with a mishap,
238,出息,出息,chūxi,prospect; aspiration; promise,n
239,出洋相,出洋相,chū yángxiàng,make a laughing stock of oneself,
240,出租,出租,chūzū,hire out; rent out; let,v
241,除,除,chú,besides; in addition to; except,prep
242,除非,除非,chúfēi,unless; barring; only if,conj
243,處於,处于,chǔyú,"be in (a certain situation, state, or condition)",v
244,處處,处处,chùchù,everywhere; in all respects,adv
245,傳達,传达,chuándá,convey; transmit; communicate,v
246,傳染,传染,chuánrǎn,infect; be contagious,v
247,傳說,传说,chuánshuō,pass on (a story); people say; legend; folk tale,n
248,喘,喘,chuǎn,pant; breathe heavily,v
249,串,串,chuàn,string together; mix up; bunch; cluster,m
250,窗口,窗口,chuāngkǒu,window,n
251,窗簾,窗帘,chuānglián,window curtain,n
252,窗臺,窗台,chuāngtái,windowsill,n
253,床單,床单,chuángdān,bed sheet,n
254,創立,创立,chuànglì,found; establish; initiate,v
255,創新,创新,chuàngxīn,innovate; innovation; creativity; fresh idea,n
256,垂,垂,chuí,droop; hang downward; hand down; approach,v
257,垂直,垂直,chuízhí,be vertical; be perpendicular,v
258,春季,春季,chūnjì,spring season; spring; season of spring; spring time,n
259,純,纯,chún,pure; unmixed,adj
260,純潔,纯洁,chúnjié,pure; unadulterated; purify; cleanse,v
261,瓷,瓷,cí,porcelain; china,n
262,詞匯,词汇,cíhuì,vocabulary; words and phrases,n
263,此刻,此刻,cǐkè,this moment; at this moment,n
264,刺激,刺激,cìjī,stimulate; irritate; provoke; stimulus; provocation,n
265,次,次,cì,not good; inferior; second; next,adj
266,次要,次要,cìyào,secondary; less important; subordinate; minor,adj
267,伺候,伺候,cìhou,wait upon; serve,v
268,匆忙,匆忙,cōngmáng,hurried; hasty,adj
269,從容,从容,cóngróng,leisurely; calm; plentiful; sufficient; enough,adj
270,叢,丛,cóng,clump; tussock; thicket; grove; crowd; collection,n
271,湊,凑,còu,move close to; gather together; collect; pool,v
272,粗心,粗心,cūxīn,careless; thoughtless,adj
273,粗心大意,粗心大意,cūxīn dàyì,careless; inadvertent; negligent,
274,促使,促使,cùshǐ,urge; impel; push; spur,v
275,竄,窜,cuàn,flee; scurry; change (wording),v
276,摧毀,摧毁,cuīhuǐ,destroy; smash; wreck; knock out; devastate,v
277,村莊,村庄,cūnzhuāng,village; hamlet,n
278,村子,村子,cūnzi,village; hamlet,n
279,搓,搓,cuō,twist; twine; rub; scrub,v
280,挫折,挫折,cuòzhé,setback; reverse; defeat; frustration,n
281,錯字,错字,cuòzì,wrong character,n
282,答復,答复,dáfù,reply; answer,n
283,達,达,dá,extend; reach; attain; understand; express,v
284,達成,达成,dá chéng,reach (agreement); conclude (negotiation),
285,打,打,dǎ,from; since,prep
286,打敗,打败,dǎ bài,defeat; beat; be defeated,
287,打擊,打击,dǎjī,strike; hit; attack; pound; frustrate,v
288,打架,打架,dǎ jià,fight; scuffle; fistfight; tussle,
289,打交道,打交道,dǎ jiāodao,come into contact with; have dealings with,
290,打量,打量,dǎliàng,look up and down; check out; examine with the eye,v
291,打破,打破,dǎ pò,break; smash,
292,打掃,打扫,dǎsǎo,clean; sweep,v
293,打仗,打仗,dǎ zhàng,go to war; make war; fight,
294,打招呼,打招呼,dǎzhāohu,notify; warn; greet sb.; say hello,
295,大半,大半,dàbàn,over half; majority; most likely; probably,adv
296,大便,大便,dàbiàn,excrement; stool; feces; shit,n
297,大大,大大,dàdà,greatly; enormously,adv
298,大道,大道,dàdào,wide street; thoroughfare; boulevard; broad way,n
299,大地,大地,dàdì,earth; mother earth; ground,n
300,大都,大都,dàdū,almost all; mostly; for the most part,adv
301,大隊,大队,dàduì,group; production brigade; battalion; regiment,n
302,大方,大方,dàfāng,of good taste; generous; natural and poised,adj
303,大哥,大哥,dàgē,eldest brother; elder brother,n
304,大力,大力,dàlì,in great force; forcefully; vigorously,adv
305,大腦,大脑,dànǎo,cerebrum,n
306,大嫂,大嫂,dàsǎo,sister-in-law; eldest brother's wife; elder sister,n
307,大使,大使,dàshǐ,ambassador,n
308,大意,大意,dàyì,main idea; general idea; gist; main points,n
309,大致,大致,dàzhì,general; rough; overall,adj
310,大眾,大众,dàzhòng,masses; general public; common people,n
311,大自然,大自然,dǎzìrán,nature,n
312,帶兒,带儿,dàir,string; ribbon; belt; strap,n
313,帶動,带动,dàidòng,lead; drive,v
314,帶領,带领,dàilǐng,lead; guide; direct,v
315,帶頭,带头,dài tóu,be the first; take the lead,
316,代,代,dài,take the place of; be in place of,v
317,代辦,代办,dàibàn,agency; commission; act for another,v
318,代價,代价,dàijià,cost; price; expense,n
319,代理,代理,dàilǐ,act as an agent; deputize,v
320,待遇,待遇,dàiyù,treatment; compensation; pay; wage; salary,n
321,逮捕,逮捕,dàibǔ,arrest; apprehend; capture; nab,v
322,耽誤,耽误,dānwu,fail or delay sth. because of unplanned events,v
323,擔,担,dān,carry on a shoulder pole; undertake; shoulder,v
324,擔負,担负,dānfù,shoulder; take on; undertake,v
325,單純,单纯,dānchún,simple; pure; uncomplicated,adj
326,單獨,单独,dāndú,alone; lone; solitary,adj
327,膽,胆,dǎn,gallbladder; courage; nerve; bladder,n
328,誕生,诞生,dànshēng,be born; come into being; be founded,v
329,蛋白質,蛋白质,dànbáizhì,protein,n
330,當,当,dāng,should; ought to; must,aux
331,當初,当初,dāngchū,in the beginning; at that time; originally,n
332,當代,当代,dāngdài,present time; contemporary age; nowadays,n
333,當家,当家,dāng jiā,manage household matters; keep house,
334,當面,当面,dāng miàn,face to face; in sb.'s presence,
335,當中,当中,dāngzhōng,(in the) center; (in the) middle,n
336,黨派,党派,dǎngpài,party groupings; factions; cliques; clans;,n
337,黨委,党委,dǎngwěi,Party committee,n
338,檔案,档案,dàng'àn,files; archives; records; dossiers,n
339,倒霉,倒霉,dǎo méi,be unlucky; have bad luck,
340,倒騰,倒腾,dǎoteng,move around; rummage; buy low and sell high,v
341,島嶼,岛屿,dǎoyǔ,islands and islets,n
342,導彈,导弹,dǎodàn,guided missile,n
343,導師,导师,dǎoshī,teacher; tutor; supervisor; mentor; adviser,n
344,導演,导演,dǎoyǎn,director; direct,v
345,導致,导致,dǎozhì,lead to; bring about; result in; cause,v
346,到…為止,到…为止,dào … wéizhǐ,up to …; up till …; until …,
347,得病,得病,dé bìng,get sick; fall ill; contract a disease,
348,得了,得了,dé le,a remark made for an all-right situation,
349,得意,得意,dé yì,complacent; conceited; pleased with oneself,
350,燈火,灯火,dēnghuǒ,lights,n
351,燈籠,灯笼,dēnglong,lantern,n
352,蹬,蹬,déng,pedal; step on; press with the foot,v
353,等到,等到,děngdào,by the time; when,conj
354,等候,等候,děnghòu,wait; await; expect,v
355,瞪,瞪,dèng,stare; glare with displeasure,v
356,凳子,凳子,dèngzi,stool; bench,n
357,堤,堤,dī,dike; embankment,n
358,滴,滴,dī,drip; drop,v
359,抵,抵,dǐ,support; set off; be equal to; compensate; reach,v
360,抵抗,抵抗,dǐkàng,resist; stand up to; counteract; withstand,v
361,底,底,dǐ,bottom; base; end; background; draft; record,n
362,底片,底片,dǐpiàn,negative,n
363,地板,地板,dìbǎn,wooden floor; floor board,n
364,地步,地步,dìbù,condition; plight; extent; degree;,n
365,地道,地道,dìdao,genuine; real; authentic; pure; up to standard,adj
366,地理,地理,dìlǐ,geography; the natural and social features of a place,n
367,地勢,地势,dìshì,terrain; topography in terms of strategic significance,n
368,地毯,地毯,dìtǎn,carpet; rug,n
369,地形,地形,dìxíng,terrain; landform; the shape of land surface,n
370,地震,地震,dìzhèn,earthquake; seism,n
371,地質,地质,dìzhì,geology,n
372,地主,地主,dìzhǔ,landlord; landowner; host,n
373,弟兄,弟兄,dìxiong,brothers,n
374,典禮,典礼,diǎnlǐ,ceremony; celebration; ritual; rite,n
375,典型,典型,diǎnxíng,typical case; model; typical; representative,adj
376,電池,电池,diànchí,battery; electric cell,n
377,電力,电力,diànlì,electric power,n
378,電鈴,电铃,diànlíng,electric bell,n
379,電流,电流,diànliú,electric current; electric current intensity,n
380,電爐,电炉,diànlú,electric stove; hot plate; electric furnace,n
381,電腦,电脑,diànnǎo,computer,n
382,電器,电器,diànqì,electric appliance; electric device,n
383,電線,电线,diànxiàn,electric wire; electric cord,n
384,電壓,电压,diànyā,voltage; electric potential difference,n
385,電子,电子,diànzǐ,electron,n
386,惦記,惦记,diànjì,be concerned about; keep thinking about,v
387,墊,垫,diàn,underlay; pay for sb. and expect to be paid back later,v
388,奠定,奠定,diàndìng,establish; found; build up (a foundation),v
389,雕刻,雕刻,diāokè,carve; engrave; sculpt; work of carving,n
390,調動,调动,diàodòng,transfer; move; redeploy; mobilize; arouse; actuate,v
391,爹,爹,diē,dad; daddy; pa; father,n
392,疊,叠,dié,fold; pile up,v
393,丁,丁,dīng,the fourth of the ten Heavenly Stems; fourth,n
394,盯,盯,dīng,gaze at; stare at; fix one's eyes on,v
395,釘,钉,dīng,follow closely; tail behind; urge; press,v
396,釘子,钉子,dīngzi,nail,n
397,頂,顶,dǐng,very; most; extremely; highly; greatly,adv
398,頂,顶,dǐng,"measure word for caps, hats, tents, etc.",m
399,定期,定期,dìngqī,regular schedule; at regular intervals; periodical,n
400,訂婚(定婚),订婚(定婚),dìng hūn,engage (to get married); be betrothed to,
401,冬季,冬季,dōngjì,winter season; winter; season of winter; winter time,n
402,懂事,懂事,dǒng shì,be intelligent; be sensible; be understanding,
403,動機,动机,dòngjī,motive; intention; motivation; inner drive,n
404,動靜,动静,dòngjìng,sound and movement; activity; happening,n
405,動力,动力,dònglì,motivity; driving force; motive power; impetus,n
406,動搖,动摇,dòngyáo,waver; vacillate; shake,v
407,抖,抖,dǒu,tremble; quiver; shake; jerk; expose; rouse,v
408,陡,陡,dǒu,steep; precipitous,adj
409,鬥,斗,dòu,fight; contest with; make animals fight; denounce,v
410,豆漿,豆浆,dòujiāng,soya-bean milk,n
411,豆子,豆子,dòuzi,bean; pea; pulse; legume,n
412,毒,毒,dú,poisonous; toxic; malicious; cruel; poison,v
413,毒,毒,dú,poison; toxin; narcotics,n
414,獨特,独特,dútè,unique; distinctive; original,adj
415,獨自,独自,dúzì,alone; by oneself,adv
416,讀物,读物,dúwù,"reading material; books, magazines, etc.",n
417,端,端,duān,extremity; end; beginning; reason; cause,n
418,端正,端正,duānzhèng,upright; regular; balanced; correct; rectify,v
419,堆,堆,duī,pile; stack; heap; crowd,m
420,堆積,堆积,duījī,pile up; heap up; accumulate,v
421,兌換,兑换,duìhuàn,exchange; convert (currencies),v
422,隊員,队员,duìyuán,team member,n
423,對…來說,对…来说,duì … láishuō,as far as … be concerned; to … (someone),
424,對得起,对得起,duìdeqǐ,not let down; treat sb. fairly; be worthy of,
425,對了,对了,duìle,by the way; oh yes,
426,對立,对立,duìlì,oppose; counter; go against,v
427,對門,对门,duìmén,opposite building or room,n
428,頓時,顿时,dùnshí,immediately; at once; suddenly,adv
429,哆嗦,哆嗦,duōsuo,shiver; tremble; quiver,v
430,多半,多半,duōbàn,most likely; probably,adv
431,多虧,多亏,duōkuī,be lucky to; it is fortunate that; thanks to; luckily,adv
432,多勞多得,多劳多得,duō láo duō dé,more pay for more work,
433,多餘,多余,duōyú,unnecessary; needless; uncalled for; surplus,adj
434,奪取,夺取,duóqǔ,seize; capture; wrest; strive for,v
435,俄語(俄文),俄语(俄文),éyǔ,Russian language,n
436,惡心,恶心,ěxin,feel like vomiting; feel sick; be disgusted,v
437,惡,恶,è,bad; evil; criminal; wicked; vicious; ruthless,adj
438,惡化,恶化,èhuà,worsen; deteriorate; exacerbate,v
439,惡劣,恶劣,èliè,very bad; vile; abominable; odious; disgusting,adj
440,兒女,儿女,érnǚ,sons and daughters; children,n
441,發電,发电,fā diàn,generate electricity,
442,發覺,发觉,fājué,become aware; sense; realize; discover; detect,v
443,發射,发射,fāshè,launch; discharge; shoot; fire; transmit,v
444,發行,发行,fāxíng,distribute; publish; issue; release,v
445,發育,发育,fāyù,develop; grow (especially in puberty),v
446,罰,罚,fá,punish; penalize; discipline,v
447,法令,法令,fǎlìng,laws and decrees; collection of statutes,n
448,法院,法院,fǎyuàn,court; court of law; court of justice; tribunal,n
449,法制,法制,fǎzhì,legal system; legal institutions,n
450,法子,法子,fǎzi,way; method; solution,n
451,番,番,fān,time; kind; sort; measure word for abstract things,m
452,翻身,翻身,fān shēn,roll over; turn over (in bed); emancipate oneself,
453,繁殖,繁殖,fánzhí,propagate; breed; reproduce,v
454,凡是,凡是,fánshì,every; any; all; without exception,adv
455,煩,烦,fán,vexed; annoyed; trouble; be tired of; be fed up,v
456,反,反,fǎn,opposite; rebellious; oppose; return; reverse; rebel,v
457,反,反,fǎn,on the contrary; instead,adv
458,反而,反而,fǎn'ér,on the contrary; instead,adv
459,反擊,反击,fǎnjī,counter-attack; fight back; strike back; beat back,n
460,反問,反问,fǎnwèn,raise a rhetorical question; ask (a question) in reply,v
461,返,返,fǎn,return; come or go back,v
462,犯人,犯人,fànrén,prisoner; convict; (convicted) criminal,n
463,犯罪,犯罪,fàn zuì,commit a crime,
464,飯館,饭馆,fànguǎn,restaurant; eatery; luncheonette,n
465,泛濫,泛滥,fànlàn,flood; overflow; spread unchecked,v
466,方,方,fāng,square; direction; side; party; place,n
467,房屋,房屋,fángwū,houses and rooms; buildings,n
468,防守,防守,fángshǒu,defend and keep; guard,v
469,防禦,防御,fángyù,defend and resist; guard,v
470,防治,防治,fángzhì,prevent and treat (diseases),v
471,妨礙,妨碍,fáng'ài,hinder; hamper; obstruct; impede; make difficult,v
472,紡,纺,fǎng,spin; make thread by drawing out and twisting,v
473,放手,放手,fàng shǒu,"let go; relinquish; give a free hand, go all out",
474,放鬆,放松,fàngsōng,loosen; relax; slacken; become less attentive,v
475,放學,放学,fàng xué,classes are over; students leave school after classes,
476,放映,放映,fàngyìng,show (a film); present images through projection,v
477,非,非,fēi,not; must; have to; simply; it is imperative that,adv
478,非,非,fēi,wrong; mistaken; erroneous; non-,adj
479,飛快,飞快,fēikuài,swiftly; very fast; rapid; extremely sharp,adj
480,飛行,飞行,fēixíng,"fly (a plane, a spacecraft, etc.); travel by air",v
481,飛躍,飞跃,fēiyuè,leap; bound; jump; fast and great progress,n
482,肥料,肥料,féiliào,fertilizer; manure,n
483,肥皂,肥皂,féizào,soap,n
484,廢,废,fèi,useless; disused; waste; abandon; abolish; ruin,v
485,廢除,废除,fèichú,abolish; annul; abrogate; disestablish,v
486,廢話,废话,fèihuà,nonsense; superfluous words; foolish discourse,n
487,廢墟,废墟,fèixū,ruins; remains of a place destroyed,n
488,沸騰,沸腾,fèiténg,boil; reach ebullition; seethe with excitement,v
489,費力,费力,fèi lì,be strenuous; use or need to use a lot of effort,
490,分布,分布,fēnbù,be distributed; be scattered; be dispersed,v
491,分割,分割,fēngē,separate; cut apart; carve up; divide up,v
492,分工,分工,fēn gōng,division of labor; divide up the work,
493,分解,分解,fēnjiě,decompose; resolve; break down; recount,v
494,分離,分离,fēnlí,dissociate; separate; sever; part; leave,v
